question,reponse,terme_original,type,categorie,type_question,necessite_avertissement
Quels sont les symptômes de Hypothyroïdie ?,"Les symptômes de Hypothyroïdie peuvent varier selon les individus. Il est essentiel de consulter un professionnel de santé pour un diagnostic précis basé sur votre situation personnelle.

⚠️ Important : Seul un professionnel de santé qualifié peut établir un diagnostic. Cette information est fournie à titre éducatif uniquement.",Hypothyroïdie,maladie,Endocrinologie,symptomes,True
Quel est le traitement pour Hypothyroïdie ?,"Le traitement de Hypothyroïdie doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Hypothyroïdie,maladie,Endocrinologie,traitement,True
Qu'est-ce qui provoque Hypothyroïdie ?,Les causes de Hypothyroïdie peuvent être multiples et varient d'une personne à l'autre. Une évaluation médicale permet d'identifier les facteurs spécifiques dans votre cas.,Hypothyroïdie,maladie,Endocrinologie,causes,False
J'aimerais savoir ce qu'est Hyperthyroïdie,Hyperthyroïdie est une pathologie en Endocrinologie. Condition de santé avec des critères diagnostiques spécifiques et des protocoles de traitement.,Hyperthyroïdie,maladie,Endocrinologie,definition,False
Je voudrais comprendre ce qu'est Hyperthyroïdie,Hyperthyroïdie est une pathologie en Endocrinologie. Condition de santé avec des critères diagnostiques spécifiques et des protocoles de traitement.,Hyperthyroïdie,maladie,Endocrinologie,definition,False
Que signifie Hyperthyroïdie ?,Hyperthyroïdie est une pathologie en Endocrinologie. Condition de santé avec des critères diagnostiques spécifiques et des protocoles de traitement.,Hyperthyroïdie,maladie,Endocrinologie,definition,False
Quels sont les signes de Hyperthyroïdie ?,"Les symptômes de Hyperthyroïdie peuvent varier selon les individus. Il est essentiel de consulter un professionnel de santé pour un diagnostic précis basé sur votre situation personnelle.

⚠️ Important : Seul un professionnel de santé qualifié peut établir un diagnostic. Cette information est fournie à titre éducatif uniquement.",Hyperthyroïdie,maladie,Endocrinologie,symptomes,True
Symptômes typiques de Hyperthyroïdie ?,"Les symptômes de Hyperthyroïdie peuvent varier selon les individus. Il est essentiel de consulter un professionnel de santé pour un diagnostic précis basé sur votre situation personnelle.

⚠️ Important : Seul un professionnel de santé qualifié peut établir un diagnostic. Cette information est fournie à titre éducatif uniquement.",Hyperthyroïdie,maladie,Endocrinologie,symptomes,True
Options thérapeutiques pour Hyperthyroïdie ?,"Le traitement de Hyperthyroïdie doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Hyperthyroïdie,maladie,Endocrinologie,traitement,True
Facteurs de risque de Hyperthyroïdie ?,Les causes de Hyperthyroïdie peuvent être multiples et varient d'une personne à l'autre. Une évaluation médicale permet d'identifier les facteurs spécifiques dans votre cas.,Hyperthyroïdie,maladie,Endocrinologie,causes,False
Qu'est-ce que Insuffisance cardiaque ?,Insuffisance cardiaque (IC) est une pathologie en Cardiovasculaire. Condition de santé avec des critères diagnostiques spécifiques et des protocoles de traitement.,Insuffisance cardiaque,maladie,Cardiovasculaire,definition,False
J'aimerais savoir ce qu'est Insuffisance cardiaque,Insuffisance cardiaque (IC) est une pathologie en Cardiovasculaire. Condition de santé avec des critères diagnostiques spécifiques et des protocoles de traitement.,Insuffisance cardiaque,maladie,Cardiovasculaire,definition,False
"Je ne connais pas Insuffisance cardiaque, peux-tu m'aider ?",Insuffisance cardiaque (IC) est une pathologie en Cardiovasculaire. Condition de santé avec des critères diagnostiques spécifiques et des protocoles de traitement.,Insuffisance cardiaque,maladie,Cardiovasculaire,definition,False
"Mon médecin a parlé de IC, qu'est-ce que c'est ?",IC signifie Insuffisance cardiaque. C'est un terme utilisé en Cardiovasculaire.,Insuffisance cardiaque,maladie,Cardiovasculaire,abbreviation,False
C'est quoi IC ?,IC signifie Insuffisance cardiaque. C'est un terme utilisé en Cardiovasculaire.,Insuffisance cardiaque,maladie,Cardiovasculaire,abbreviation,False
Signes de Insuffisance cardiaque ?,"Les symptômes de Insuffisance cardiaque peuvent varier selon les individus. Il est essentiel de consulter un professionnel de santé pour un diagnostic précis basé sur votre situation personnelle.

⚠️ Important : Seul un professionnel de santé qualifié peut établir un diagnostic. Cette information est fournie à titre éducatif uniquement.",Insuffisance cardiaque,maladie,Cardiovasculaire,symptomes,True
Symptômes typiques de Insuffisance cardiaque ?,"Les symptômes de Insuffisance cardiaque peuvent varier selon les individus. Il est essentiel de consulter un professionnel de santé pour un diagnostic précis basé sur votre situation personnelle.

⚠️ Important : Seul un professionnel de santé qualifié peut établir un diagnostic. Cette information est fournie à titre éducatif uniquement.",Insuffisance cardiaque,maladie,Cardiovasculaire,symptomes,True
Comment traiter Insuffisance cardiaque ?,"Le traitement de Insuffisance cardiaque doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Insuffisance cardiaque,maladie,Cardiovasculaire,traitement,True
Quelles sont les causes de Insuffisance cardiaque ?,Les causes de Insuffisance cardiaque peuvent être multiples et varient d'une personne à l'autre. Une évaluation médicale permet d'identifier les facteurs spécifiques dans votre cas.,Insuffisance cardiaque,maladie,Cardiovasculaire,causes,False
Explique-moi Fibrillation auriculaire,Fibrillation auriculaire (FA) est une pathologie en Cardiovasculaire. Condition médicale caractérisée par fibrillation auriculaire nécessitant une prise en charge médicale.,Fibrillation auriculaire,maladie,Cardiovasculaire,definition,False
Peux-tu me dire ce qu'est Fibrillation auriculaire ?,Fibrillation auriculaire (FA) est une pathologie en Cardiovasculaire. Condition médicale caractérisée par fibrillation auriculaire nécessitant une prise en charge médicale.,Fibrillation auriculaire,maladie,Cardiovasculaire,definition,False
"Dans le contexte médical, que signifie Fibrillation auriculaire ?",Fibrillation auriculaire (FA) est une pathologie en Cardiovasculaire. Condition médicale caractérisée par fibrillation auriculaire nécessitant une prise en charge médicale.,Fibrillation auriculaire,maladie,Cardiovasculaire,definition,False
"J'ai vu FA sur mes analyses, c'est quoi ?",FA signifie Fibrillation auriculaire. C'est un terme utilisé en Cardiovasculaire.,Fibrillation auriculaire,maladie,Cardiovasculaire,abbreviation,False
Quelle est la signification de FA ?,FA signifie Fibrillation auriculaire. C'est un terme utilisé en Cardiovasculaire.,Fibrillation auriculaire,maladie,Cardiovasculaire,abbreviation,False
Comment savoir si j'ai Fibrillation auriculaire ?,"Les symptômes de Fibrillation auriculaire peuvent varier selon les individus. Il est essentiel de consulter un professionnel de santé pour un diagnostic précis basé sur votre situation personnelle.

⚠️ Important : Seul un professionnel de santé qualifié peut établir un diagnostic. Cette information est fournie à titre éducatif uniquement.",Fibrillation auriculaire,maladie,Cardiovasculaire,symptomes,True
Comment se manifeste Fibrillation auriculaire ?,"Les symptômes de Fibrillation auriculaire peuvent varier selon les individus. Il est essentiel de consulter un professionnel de santé pour un diagnostic précis basé sur votre situation personnelle.

⚠️ Important : Seul un professionnel de santé qualifié peut établir un diagnostic. Cette information est fournie à titre éducatif uniquement.",Fibrillation auriculaire,maladie,Cardiovasculaire,symptomes,True
Prise en charge de Fibrillation auriculaire ?,"Le traitement de Fibrillation auriculaire doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Fibrillation auriculaire,maladie,Cardiovasculaire,traitement,True
Qu'est-ce qui provoque Fibrillation auriculaire ?,Les causes de Fibrillation auriculaire peuvent être multiples et varient d'une personne à l'autre. Une évaluation médicale permet d'identifier les facteurs spécifiques dans votre cas.,Fibrillation auriculaire,maladie,Cardiovasculaire,causes,False
"Dans le contexte médical, que signifie Accident vasculaire cérébral ?",Accident vasculaire cérébral (AVC) est une pathologie en Neurologique. Trouble neurologique courant ayant un impact significatif sur la qualité de vie.,Accident vasculaire cérébral,maladie,Neurologique,definition,False
"En médecine, qu'est-ce que Accident vasculaire cérébral ?",Accident vasculaire cérébral (AVC) est une pathologie en Neurologique. Trouble neurologique courant ayant un impact significatif sur la qualité de vie.,Accident vasculaire cérébral,maladie,Neurologique,definition,False
Explique-moi Accident vasculaire cérébral,Accident vasculaire cérébral (AVC) est une pathologie en Neurologique. Trouble neurologique courant ayant un impact significatif sur la qualité de vie.,Accident vasculaire cérébral,maladie,Neurologique,definition,False
Que signifie l'abréviation AVC ?,AVC signifie Accident vasculaire cérébral. C'est un terme utilisé en Neurologique.,Accident vasculaire cérébral,maladie,Neurologique,abbreviation,False
C'est quoi AVC ?,AVC signifie Accident vasculaire cérébral. C'est un terme utilisé en Neurologique.,Accident vasculaire cérébral,maladie,Neurologique,abbreviation,False
Manifestations de Accident vasculaire cérébral ?,"Les symptômes de Accident vasculaire cérébral peuvent varier selon les individus. Il est essentiel de consulter un professionnel de santé pour un diagnostic précis basé sur votre situation personnelle.

⚠️ Important : Seul un professionnel de santé qualifié peut établir un diagnostic. Cette information est fournie à titre éducatif uniquement.",Accident vasculaire cérébral,maladie,Neurologique,symptomes,True
Symptômes typiques de Accident vasculaire cérébral ?,"Les symptômes de Accident vasculaire cérébral peuvent varier selon les individus. Il est essentiel de consulter un professionnel de santé pour un diagnostic précis basé sur votre situation personnelle.

⚠️ Important : Seul un professionnel de santé qualifié peut établir un diagnostic. Cette information est fournie à titre éducatif uniquement.",Accident vasculaire cérébral,maladie,Neurologique,symptomes,True
Comment soigner Accident vasculaire cérébral ?,"Le traitement de Accident vasculaire cérébral doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Accident vasculaire cérébral,maladie,Neurologique,traitement,True
Quelles sont les causes de Accident vasculaire cérébral ?,Les causes de Accident vasculaire cérébral peuvent être multiples et varient d'une personne à l'autre. Une évaluation médicale permet d'identifier les facteurs spécifiques dans votre cas.,Accident vasculaire cérébral,maladie,Neurologique,causes,False
Qu'est-ce que Migraine ?,Migraine est une pathologie en Neurologique. Condition de santé avec des critères diagnostiques spécifiques et des protocoles de traitement.,Migraine,maladie,Neurologique,definition,False
Aide-moi à comprendre Migraine,Migraine est une pathologie en Neurologique. Condition de santé avec des critères diagnostiques spécifiques et des protocoles de traitement.,Migraine,maladie,Neurologique,definition,False
Pourrais-tu expliquer Migraine ?,Migraine est une pathologie en Neurologique. Condition de santé avec des critères diagnostiques spécifiques et des protocoles de traitement.,Migraine,maladie,Neurologique,definition,False
Signes de Migraine ?,"Les symptômes de Migraine peuvent varier selon les individus. Il est essentiel de consulter un professionnel de santé pour un diagnostic précis basé sur votre situation personnelle.

⚠️ Important : Seul un professionnel de santé qualifié peut établir un diagnostic. Cette information est fournie à titre éducatif uniquement.",Migraine,maladie,Neurologique,symptomes,True
Comment savoir si j'ai Migraine ?,"Les symptômes de Migraine peuvent varier selon les individus. Il est essentiel de consulter un professionnel de santé pour un diagnostic précis basé sur votre situation personnelle.

⚠️ Important : Seul un professionnel de santé qualifié peut établir un diagnostic. Cette information est fournie à titre éducatif uniquement.",Migraine,maladie,Neurologique,symptomes,True
Comment soigner Migraine ?,"Le traitement de Migraine doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Migraine,maladie,Neurologique,traitement,True
Pourquoi a-t-on Migraine ?,Les causes de Migraine peuvent être multiples et varient d'une personne à l'autre. Une évaluation médicale permet d'identifier les facteurs spécifiques dans votre cas.,Migraine,maladie,Neurologique,causes,False
"Je ne connais pas Syndrome de l'intestin irritable, peux-tu m'aider ?","Syndrome de l'intestin irritable (SII) est une pathologie en Gastro-intestinal. Trouble de santé chronique affectant plusieurs systèmes, traité par changements de mode de vie et médicaments.",Syndrome de l'intestin irritable,maladie,Gastro-intestinal,definition,False
"Syndrome de l'intestin irritable, qu'est-ce que c'est exactement ?","Syndrome de l'intestin irritable (SII) est une pathologie en Gastro-intestinal. Trouble de santé chronique affectant plusieurs systèmes, traité par changements de mode de vie et médicaments.",Syndrome de l'intestin irritable,maladie,Gastro-intestinal,definition,False
Peux-tu me dire ce qu'est Syndrome de l'intestin irritable ?,"Syndrome de l'intestin irritable (SII) est une pathologie en Gastro-intestinal. Trouble de santé chronique affectant plusieurs systèmes, traité par changements de mode de vie et médicaments.",Syndrome de l'intestin irritable,maladie,Gastro-intestinal,definition,False
Que signifie l'abréviation SII ?,SII signifie Syndrome de l'intestin irritable. C'est un terme utilisé en Gastro-intestinal.,Syndrome de l'intestin irritable,maladie,Gastro-intestinal,abbreviation,False
C'est quoi SII ?,SII signifie Syndrome de l'intestin irritable. C'est un terme utilisé en Gastro-intestinal.,Syndrome de l'intestin irritable,maladie,Gastro-intestinal,abbreviation,False
Comment se manifeste Syndrome de l'intestin irritable ?,"Les symptômes de Syndrome de l'intestin irritable peuvent varier selon les individus. Il est essentiel de consulter un professionnel de santé pour un diagnostic précis basé sur votre situation personnelle.

⚠️ Important : Seul un professionnel de santé qualifié peut établir un diagnostic. Cette information est fournie à titre éducatif uniquement.",Syndrome de l'intestin irritable,maladie,Gastro-intestinal,symptomes,True
Comment savoir si j'ai Syndrome de l'intestin irritable ?,"Les symptômes de Syndrome de l'intestin irritable peuvent varier selon les individus. Il est essentiel de consulter un professionnel de santé pour un diagnostic précis basé sur votre situation personnelle.

⚠️ Important : Seul un professionnel de santé qualifié peut établir un diagnostic. Cette information est fournie à titre éducatif uniquement.",Syndrome de l'intestin irritable,maladie,Gastro-intestinal,symptomes,True
Quel est le traitement pour Syndrome de l'intestin irritable ?,"Le traitement de Syndrome de l'intestin irritable doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Syndrome de l'intestin irritable,maladie,Gastro-intestinal,traitement,True
Facteurs de risque de Syndrome de l'intestin irritable ?,Les causes de Syndrome de l'intestin irritable peuvent être multiples et varient d'une personne à l'autre. Une évaluation médicale permet d'identifier les facteurs spécifiques dans votre cas.,Syndrome de l'intestin irritable,maladie,Gastro-intestinal,causes,False
Peux-tu m'expliquer ce qu'est Maladie inflammatoire de l'intestin ?,Maladie inflammatoire de l'intestin (MII) est une pathologie en Gastro-intestinal. Condition de santé avec des critères diagnostiques spécifiques et des protocoles de traitement.,Maladie inflammatoire de l'intestin,maladie,Gastro-intestinal,definition,False
Qu'entend-on par Maladie inflammatoire de l'intestin ?,Maladie inflammatoire de l'intestin (MII) est une pathologie en Gastro-intestinal. Condition de santé avec des critères diagnostiques spécifiques et des protocoles de traitement.,Maladie inflammatoire de l'intestin,maladie,Gastro-intestinal,definition,False
J'aimerais savoir ce qu'est Maladie inflammatoire de l'intestin,Maladie inflammatoire de l'intestin (MII) est une pathologie en Gastro-intestinal. Condition de santé avec des critères diagnostiques spécifiques et des protocoles de traitement.,Maladie inflammatoire de l'intestin,maladie,Gastro-intestinal,definition,False
Qu'est-ce que MII signifie ?,MII signifie Maladie inflammatoire de l'intestin. C'est un terme utilisé en Gastro-intestinal.,Maladie inflammatoire de l'intestin,maladie,Gastro-intestinal,abbreviation,False
MII signifie quoi ?,MII signifie Maladie inflammatoire de l'intestin. C'est un terme utilisé en Gastro-intestinal.,Maladie inflammatoire de l'intestin,maladie,Gastro-intestinal,abbreviation,False
Manifestations de Maladie inflammatoire de l'intestin ?,"Les symptômes de Maladie inflammatoire de l'intestin peuvent varier selon les individus. Il est essentiel de consulter un professionnel de santé pour un diagnostic précis basé sur votre situation personnelle.

⚠️ Important : Seul un professionnel de santé qualifié peut établir un diagnostic. Cette information est fournie à titre éducatif uniquement.",Maladie inflammatoire de l'intestin,maladie,Gastro-intestinal,symptomes,True
Comment se manifeste Maladie inflammatoire de l'intestin ?,"Les symptômes de Maladie inflammatoire de l'intestin peuvent varier selon les individus. Il est essentiel de consulter un professionnel de santé pour un diagnostic précis basé sur votre situation personnelle.

⚠️ Important : Seul un professionnel de santé qualifié peut établir un diagnostic. Cette information est fournie à titre éducatif uniquement.",Maladie inflammatoire de l'intestin,maladie,Gastro-intestinal,symptomes,True
Comment traiter Maladie inflammatoire de l'intestin ?,"Le traitement de Maladie inflammatoire de l'intestin doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Maladie inflammatoire de l'intestin,maladie,Gastro-intestinal,traitement,True
Qu'est-ce qui provoque Maladie inflammatoire de l'intestin ?,Les causes de Maladie inflammatoire de l'intestin peuvent être multiples et varient d'une personne à l'autre. Une évaluation médicale permet d'identifier les facteurs spécifiques dans votre cas.,Maladie inflammatoire de l'intestin,maladie,Gastro-intestinal,causes,False
Qu'entend-on par Reflux gastro-œsophagien ?,Reflux gastro-œsophagien (RGO) est une pathologie en Gastro-intestinal. Trouble gastro-intestinal courant ayant un impact significatif sur la qualité de vie.,Reflux gastro-œsophagien,maladie,Gastro-intestinal,definition,False
Peux-tu m'expliquer ce qu'est Reflux gastro-œsophagien ?,Reflux gastro-œsophagien (RGO) est une pathologie en Gastro-intestinal. Trouble gastro-intestinal courant ayant un impact significatif sur la qualité de vie.,Reflux gastro-œsophagien,maladie,Gastro-intestinal,definition,False
"Je ne connais pas Reflux gastro-œsophagien, peux-tu m'aider ?",Reflux gastro-œsophagien (RGO) est une pathologie en Gastro-intestinal. Trouble gastro-intestinal courant ayant un impact significatif sur la qualité de vie.,Reflux gastro-œsophagien,maladie,Gastro-intestinal,definition,False
RGO veut dire quoi ?,RGO signifie Reflux gastro-œsophagien. C'est un terme utilisé en Gastro-intestinal.,Reflux gastro-œsophagien,maladie,Gastro-intestinal,abbreviation,False
Quelle est la signification de RGO ?,RGO signifie Reflux gastro-œsophagien. C'est un terme utilisé en Gastro-intestinal.,Reflux gastro-œsophagien,maladie,Gastro-intestinal,abbreviation,False
Comment reconnaître Reflux gastro-œsophagien ?,"Les symptômes de Reflux gastro-œsophagien peuvent varier selon les individus. Il est essentiel de consulter un professionnel de santé pour un diagnostic précis basé sur votre situation personnelle.

⚠️ Important : Seul un professionnel de santé qualifié peut établir un diagnostic. Cette information est fournie à titre éducatif uniquement.",Reflux gastro-œsophagien,maladie,Gastro-intestinal,symptomes,True
Comment savoir si j'ai Reflux gastro-œsophagien ?,"Les symptômes de Reflux gastro-œsophagien peuvent varier selon les individus. Il est essentiel de consulter un professionnel de santé pour un diagnostic précis basé sur votre situation personnelle.

⚠️ Important : Seul un professionnel de santé qualifié peut établir un diagnostic. Cette information est fournie à titre éducatif uniquement.",Reflux gastro-œsophagien,maladie,Gastro-intestinal,symptomes,True
Comment traiter Reflux gastro-œsophagien ?,"Le traitement de Reflux gastro-œsophagien doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Reflux gastro-œsophagien,maladie,Gastro-intestinal,traitement,True
Qu'est-ce qui provoque Reflux gastro-œsophagien ?,Les causes de Reflux gastro-œsophagien peuvent être multiples et varient d'une personne à l'autre. Une évaluation médicale permet d'identifier les facteurs spécifiques dans votre cas.,Reflux gastro-œsophagien,maladie,Gastro-intestinal,causes,False
"Insuffisance rénale chronique, qu'est-ce que c'est exactement ?",Insuffisance rénale chronique (IRC) est une pathologie en Rénal. Condition pathologique nécessitant une surveillance et un traitement continus.,Insuffisance rénale chronique,maladie,Rénal,definition,False
Explique-moi Insuffisance rénale chronique,Insuffisance rénale chronique (IRC) est une pathologie en Rénal. Condition pathologique nécessitant une surveillance et un traitement continus.,Insuffisance rénale chronique,maladie,Rénal,definition,False
"Je ne connais pas Insuffisance rénale chronique, peux-tu m'aider ?",Insuffisance rénale chronique (IRC) est une pathologie en Rénal. Condition pathologique nécessitant une surveillance et un traitement continus.,Insuffisance rénale chronique,maladie,Rénal,definition,False
Quelle est la signification de IRC ?,IRC signifie Insuffisance rénale chronique. C'est un terme utilisé en Rénal.,Insuffisance rénale chronique,maladie,Rénal,abbreviation,False
IRC signifie quoi ?,IRC signifie Insuffisance rénale chronique. C'est un terme utilisé en Rénal.,Insuffisance rénale chronique,maladie,Rénal,abbreviation,False
Signes de Insuffisance rénale chronique ?,"Les symptômes de Insuffisance rénale chronique peuvent varier selon les individus. Il est essentiel de consulter un professionnel de santé pour un diagnostic précis basé sur votre situation personnelle.

⚠️ Important : Seul un professionnel de santé qualifié peut établir un diagnostic. Cette information est fournie à titre éducatif uniquement.",Insuffisance rénale chronique,maladie,Rénal,symptomes,True
Comment reconnaître Insuffisance rénale chronique ?,"Les symptômes de Insuffisance rénale chronique peuvent varier selon les individus. Il est essentiel de consulter un professionnel de santé pour un diagnostic précis basé sur votre situation personnelle.

⚠️ Important : Seul un professionnel de santé qualifié peut établir un diagnostic. Cette information est fournie à titre éducatif uniquement.",Insuffisance rénale chronique,maladie,Rénal,symptomes,True
Comment traiter Insuffisance rénale chronique ?,"Le traitement de Insuffisance rénale chronique doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Insuffisance rénale chronique,maladie,Rénal,traitement,True
Pourquoi a-t-on Insuffisance rénale chronique ?,Les causes de Insuffisance rénale chronique peuvent être multiples et varient d'une personne à l'autre. Une évaluation médicale permet d'identifier les facteurs spécifiques dans votre cas.,Insuffisance rénale chronique,maladie,Rénal,causes,False
Aide-moi à comprendre Infection urinaire,Infection urinaire (IU) est une pathologie en Infectieux. Condition de santé avec des critères diagnostiques spécifiques et des protocoles de traitement.,Infection urinaire,maladie,Infectieux,definition,False
"Infection urinaire, qu'est-ce que c'est exactement ?",Infection urinaire (IU) est une pathologie en Infectieux. Condition de santé avec des critères diagnostiques spécifiques et des protocoles de traitement.,Infection urinaire,maladie,Infectieux,definition,False
Pourrais-tu expliquer Infection urinaire ?,Infection urinaire (IU) est une pathologie en Infectieux. Condition de santé avec des critères diagnostiques spécifiques et des protocoles de traitement.,Infection urinaire,maladie,Infectieux,definition,False
"Mon médecin a parlé de IU, qu'est-ce que c'est ?",IU signifie Infection urinaire. C'est un terme utilisé en Infectieux.,Infection urinaire,maladie,Infectieux,abbreviation,False
Quelle est la signification de IU ?,IU signifie Infection urinaire. C'est un terme utilisé en Infectieux.,Infection urinaire,maladie,Infectieux,abbreviation,False
Quels sont les signes de Infection urinaire ?,"Les symptômes de Infection urinaire peuvent varier selon les individus. Il est essentiel de consulter un professionnel de santé pour un diagnostic précis basé sur votre situation personnelle.

⚠️ Important : Seul un professionnel de santé qualifié peut établir un diagnostic. Cette information est fournie à titre éducatif uniquement.",Infection urinaire,maladie,Infectieux,symptomes,True
Comment se manifeste Infection urinaire ?,"Les symptômes de Infection urinaire peuvent varier selon les individus. Il est essentiel de consulter un professionnel de santé pour un diagnostic précis basé sur votre situation personnelle.

⚠️ Important : Seul un professionnel de santé qualifié peut établir un diagnostic. Cette information est fournie à titre éducatif uniquement.",Infection urinaire,maladie,Infectieux,symptomes,True
Options thérapeutiques pour Infection urinaire ?,"Le traitement de Infection urinaire doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Infection urinaire,maladie,Infectieux,traitement,True
Quelles sont les causes de Infection urinaire ?,Les causes de Infection urinaire peuvent être multiples et varient d'une personne à l'autre. Une évaluation médicale permet d'identifier les facteurs spécifiques dans votre cas.,Infection urinaire,maladie,Infectieux,causes,False
Pourrais-tu expliquer Numération formule sanguine ?,Numération formule sanguine (NFS) est une procédure médicale en Diagnostic. Procédure médicale diagnostic réalisée à des fins de diagnostic ou de traitement.,Numération formule sanguine,procedure,Diagnostic,definition,False
Peux-tu m'expliquer ce qu'est Numération formule sanguine ?,Numération formule sanguine (NFS) est une procédure médicale en Diagnostic. Procédure médicale diagnostic réalisée à des fins de diagnostic ou de traitement.,Numération formule sanguine,procedure,Diagnostic,definition,False
"Numération formule sanguine, qu'est-ce que c'est exactement ?",Numération formule sanguine (NFS) est une procédure médicale en Diagnostic. Procédure médicale diagnostic réalisée à des fins de diagnostic ou de traitement.,Numération formule sanguine,procedure,Diagnostic,definition,False
Peux-tu m'expliquer NFS ?,NFS signifie Numération formule sanguine. C'est un terme utilisé en Diagnostic.,Numération formule sanguine,procedure,Diagnostic,abbreviation,False
Quelle est la signification de NFS ?,NFS signifie Numération formule sanguine. C'est un terme utilisé en Diagnostic.,Numération formule sanguine,procedure,Diagnostic,abbreviation,False
Comment se déroule Numération formule sanguine ?,Numération formule sanguine est une procédure médicale Diagnostic. L'équipe médicale vous expliquera le déroulement détaillé avant l'intervention.,Numération formule sanguine,procedure,Diagnostic,procedure,False
"Je ne connais pas Scanner, peux-tu m'aider ?",Scanner (TDM) est une procédure médicale en Diagnostic. Procédure de soins de santé réalisée par des professionnels médicaux qualifiés.,Scanner,procedure,Diagnostic,definition,False
Qu'entend-on par Scanner ?,Scanner (TDM) est une procédure médicale en Diagnostic. Procédure de soins de santé réalisée par des professionnels médicaux qualifiés.,Scanner,procedure,Diagnostic,definition,False
Explique-moi Scanner,Scanner (TDM) est une procédure médicale en Diagnostic. Procédure de soins de santé réalisée par des professionnels médicaux qualifiés.,Scanner,procedure,Diagnostic,definition,False
Quelle est la signification de TDM ?,TDM signifie Scanner. C'est un terme utilisé en Diagnostic.,Scanner,procedure,Diagnostic,abbreviation,False
"Mon médecin a parlé de TDM, qu'est-ce que c'est ?",TDM signifie Scanner. C'est un terme utilisé en Diagnostic.,Scanner,procedure,Diagnostic,abbreviation,False
Comment se déroule Scanner ?,Scanner est une procédure médicale Diagnostic. L'équipe médicale vous expliquera le déroulement détaillé avant l'intervention.,Scanner,procedure,Diagnostic,procedure,False
Donne-moi la définition de Imagerie par résonance magnétique,Imagerie par résonance magnétique (IRM) est une procédure médicale en Diagnostic. Intervention clinique utilisée pour évaluer ou traiter des conditions médicales.,Imagerie par résonance magnétique,procedure,Diagnostic,definition,False
Pourrais-tu expliquer Imagerie par résonance magnétique ?,Imagerie par résonance magnétique (IRM) est une procédure médicale en Diagnostic. Intervention clinique utilisée pour évaluer ou traiter des conditions médicales.,Imagerie par résonance magnétique,procedure,Diagnostic,definition,False
Je voudrais comprendre ce qu'est Imagerie par résonance magnétique,Imagerie par résonance magnétique (IRM) est une procédure médicale en Diagnostic. Intervention clinique utilisée pour évaluer ou traiter des conditions médicales.,Imagerie par résonance magnétique,procedure,Diagnostic,definition,False
Explique IRM,IRM signifie Imagerie par résonance magnétique. C'est un terme utilisé en Diagnostic.,Imagerie par résonance magnétique,procedure,Diagnostic,abbreviation,False
C'est quoi IRM ?,IRM signifie Imagerie par résonance magnétique. C'est un terme utilisé en Diagnostic.,Imagerie par résonance magnétique,procedure,Diagnostic,abbreviation,False
En quoi consiste Imagerie par résonance magnétique ?,Imagerie par résonance magnétique est une procédure médicale Diagnostic. L'équipe médicale vous expliquera le déroulement détaillé avant l'intervention.,Imagerie par résonance magnétique,procedure,Diagnostic,procedure,False
